Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2019-01-01,8.70,14.30,19.70,60.00,0.00,225.46,803.00,1.23,6.40,NNW,31.59
2019-01-02,8.60,14.02,20.30,58.38,0.00,212.04,865.00,1.15,6.50,NNW,16.28
2019-01-03,10.90,15.28,21.90,53.46,0.00,205.83,984.00,1.09,6.60,N,19.30
2019-01-04,9.20,15.53,21.60,45.50,0.00,225.50,789.00,1.14,6.00,NNW,18.11
2019-01-05,9.30,15.06,20.80,54.50,0.00,206.96,898.00,1.10,6.50,N,25.32
2019-01-06,7.00,12.69,18.90,73.21,0.00,153.58,1076.00,0.89,7.00,NNW,21.57
2019-01-07,7.50,11.84,16.10,79.75,0.00,128.58,1041.00,0.57,6.30,NNW,16.70
2019-01-08,6.90,11.78,16.50,72.92,0.00,196.96,977.00,1.18,7.40,NE,29.69
2019-01-09,10.90,12.96,17.20,76.58,0.00,186.83,1032.00,1.23,8.00,NNW,44.24
2019-01-10,10.00,12.04,15.30,82.67,0.75,79.88,976.00,0.60,7.30,NE,29.25
2019-01-11,7.60,12.01,18.50,78.83,0.00,194.04,874.00,1.14,7.00,NNW,15.89
2019-01-12,7.50,12.14,17.50,83.42,0.00,169.00,1016.00,0.92,7.10,SE,18.29
2019-01-13,5.90,12.27,18.20,64.62,0.00,226.04,805.00,1.35,7.00,N,30.13
2019-01-14,10.20,12.35,16.10,77.92,0.25,194.29,958.00,1.36,8.30,N,59.06
2019-01-15,10.20,12.89,16.90,71.88,0.00,229.88,1023.00,1.39,8.00,N,45.79
2019-01-16,10.80,13.54,18.80,73.75,0.00,234.29,823.00,1.42,7.20,N,42.45
2019-01-17,10.70,13.47,16.80,68.58,0.00,234.96,824.00,1.39,7.10,NE,39.90
2019-01-18,7.70,13.31,19.40,66.08,0.00,234.75,821.00,1.35,7.00,NNW,21.73
2019-01-19,5.90,11.79,17.40,76.96,0.00,224.46,810.00,1.24,6.60,NNW,17.30
2019-01-20,9.80,12.67,15.70,75.04,0.00,228.08,881.00,1.40,7.40,N,66.21
2019-01-21,7.50,13.49,18.60,63.21,0.00,193.75,988.00,1.06,7.60,N,26.30
2019-01-22,8.90,13.92,20.50,63.67,0.00,231.96,988.00,1.25,7.30,N,15.64
2019-01-23,10.10,14.88,20.90,60.50,0.00,230.88,821.00,1.23,6.60,N,17.70
2019-01-24,9.20,14.92,21.20,56.08,0.00,232.04,817.00,1.30,6.80,NE,27.83
2019-01-25,8.70,14.56,21.00,54.12,0.00,232.96,819.00,1.29,6.80,NNW,16.30
2019-01-26,8.30,12.64,18.30,68.38,0.00,190.50,970.00,1.08,6.50,NNW,11.99
2019-01-27,7.90,12.46,17.00,86.12,0.00,157.92,997.00,0.90,6.90,SE,17.00
2019-01-28,6.70,11.33,16.60,84.21,0.00,173.67,1005.00,0.89,6.90,NNW,9.18
2019-01-29,5.40,11.90,19.70,64.00,0.00,236.33,833.00,1.33,6.90,NNW,19.31
2019-01-30,5.70,11.32,16.90,66.79,0.00,209.42,814.00,1.23,6.60,N,14.50
2019-01-31,6.30,11.57,17.80,76.92,0.00,209.50,835.00,1.18,6.30,NNW,14.30
2019-02-01,7.20,12.45,17.10,79.58,0.00,219.00,953.00,1.19,6.70,NNW,13.33
2019-02-02,7.40,13.95,20.20,70.42,0.00,222.46,823.00,1.36,6.90,NE,29.52
2019-02-03,7.60,12.32,18.70,73.88,0.00,227.38,824.00,1.30,6.90,NNW,14.73
2019-02-04,6.30,11.85,21.90,80.12,0.00,304.67,816.00,1.23,6.60,NNW,12.88
2019-02-05,7.00,13.70,22.00,63.04,0.00,341.12,1048.00,1.79,8.20,N,17.07
2019-02-06,7.90,13.69,21.10,56.71,0.00,298.42,1078.00,1.81,8.50,N,15.78
2019-02-07,6.60,13.31,20.90,55.71,0.00,428.88,1076.00,2.22,8.70,N,16.30
2019-02-08,8.80,13.93,18.00,49.67,0.00,476.38,1127.00,2.54,9.40,ENE,42.91
2019-02-09,10.00,12.55,16.80,70.92,0.00,474.96,1092.00,2.57,9.30,N,59.57
2019-02-10,9.60,12.53,17.80,64.75,0.00,488.08,1090.00,2.57,9.30,NE,46.84
2019-02-11,5.00,11.39,18.40,60.83,0.00,342.04,1060.00,2.09,8.90,SE,22.86
2019-02-12,7.10,13.01,19.80,75.08,0.00,576.08,956.00,3.75,6.50,SSE,19.30
2019-02-13,7.90,13.54,21.40,65.83,0.00,700.83,965.00,4.99,7.30,ENE,26.89
2019-02-14,7.50,14.06,21.30,60.25,0.00,702.83,965.00,4.90,7.30,N,12.22
2019-02-15,6.80,14.50,20.30,59.25,0.00,423.46,1055.00,2.73,8.50,N,12.62
2019-02-16,10.40,14.75,21.60,68.42,0.00,264.33,1037.00,1.69,8.10,N,15.45
2019-02-17,6.70,12.93,19.30,71.21,0.00,292.88,1079.00,1.94,9.00,N,15.10
2019-02-18,6.90,14.94,22.20,57.79,0.00,307.08,1086.00,1.98,9.20,N,17.24
2019-02-19,9.20,14.03,19.80,69.50,0.00,310.88,1071.00,2.00,9.00,N,15.30
2019-02-20,8.70,13.00,17.90,82.79,0.00,168.62,1285.00,1.03,8.90,N,12.89
2019-02-21,8.90,13.25,19.20,84.79,0.00,489.33,824.00,2.95,5.00,N,12.90
2019-02-22,8.70,13.79,19.70,80.33,0.00,292.67,1329.00,1.83,9.50,N,13.97
2019-02-23,9.70,13.77,18.70,82.29,0.00,145.46,1223.00,0.92,7.40,N,13.81
2019-02-24,10.00,14.82,20.80,69.08,0.00,261.75,1362.00,1.79,10.40,N,28.74
2019-02-25,11.40,14.21,18.90,66.92,0.00,325.21,1121.00,2.22,10.00,N,48.68
2019-02-26,9.60,13.62,19.50,50.08,0.00,333.58,1136.00,2.14,9.60,N,28.74
2019-02-27,6.30,12.11,19.20,57.29,0.00,298.46,1114.00,1.87,8.90,N,15.30
2019-02-28,6.50,11.82,17.90,68.08,0.00,303.00,1266.00,1.78,8.40,N,15.90
2019-03-01,7.70,12.81,18.60,76.00,0.00,289.00,1236.00,1.60,8.50,N,16.10
2019-03-02,8.30,13.87,21.40,70.75,0.00,622.21,1021.00,4.18,7.30,SSE,22.53
2019-03-03,7.10,13.23,19.30,70.71,0.00,509.00,1099.00,3.17,8.60,NE,10.45
2019-03-04,9.10,14.65,19.60,73.88,0.00,454.62,670.00,2.06,3.10,N,15.86
2019-03-05,11.80,15.22,20.10,64.88,0.00,545.88,1271.00,2.97,9.70,ENE,54.03
2019-03-06,11.70,14.54,19.00,68.83,0.00,406.92,1153.00,2.37,9.60,N,69.94
2019-03-07,11.30,15.49,21.50,52.50,0.00,453.46,1153.00,2.44,9.30,N,60.61
2019-03-08,10.60,15.22,20.70,56.78,0.00,426.54,1158.00,2.52,9.10,ENE,35.72
2019-03-09,7.20,14.00,21.40,51.58,0.00,431.25,1255.00,2.52,10.60,NE,14.73
2019-03-10,7.40,15.24,23.90,43.12,0.00,401.96,1188.00,2.55,10.60,NE,23.98
2019-03-11,5.60,14.05,22.40,46.62,0.00,351.04,1187.00,2.37,10.50,N,23.54
2019-03-12,8.20,14.60,20.70,55.17,0.00,344.88,1429.00,2.43,10.80,NNE,39.04
2019-03-13,8.20,13.28,20.00,68.50,0.00,322.50,1150.00,2.15,9.70,N,19.57
2019-03-14,9.30,13.96,19.80,77.08,0.00,318.46,1220.00,2.08,9.60,N,14.80
2019-03-15,7.60,15.10,23.20,57.79,0.00,377.04,1192.00,2.38,10.20,N,18.84
2019-03-16,12.30,15.62,21.00,57.75,0.00,464.38,1195.00,2.71,10.50,ENE,44.83
2019-03-17,11.10,15.08,20.70,57.17,0.00,400.38,1183.00,2.53,10.50,N,41.83
2019-03-18,10.30,14.71,20.60,62.50,0.00,332.29,1243.00,2.25,10.20,N,28.40
2019-03-19,10.20,13.68,18.00,80.79,0.00,163.12,1452.00,1.08,10.10,N,8.02
2019-03-20,8.60,14.21,21.80,68.17,0.00,274.12,1417.00,1.75,10.60,NE,28.50
2019-03-21,7.90,14.07,20.40,62.33,0.00,480.58,735.00,2.41,3.90,N,35.17
2019-03-22,10.50,13.86,19.30,70.33,0.00,399.33,1389.00,2.78,11.70,NE,32.38
2019-03-23,7.90,13.46,19.20,64.62,0.00,269.29,1426.00,1.83,10.20,N,11.90
2019-03-24,9.00,15.59,21.50,38.92,0.00,390.88,1204.00,2.22,10.00,ENE,38.00
