"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
Barreneche
2016
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2016-01-01,12.20,14.49,18.50,70.08,0.60,216.83,844.00,1.38,7.70,NE,36.79
2016-01-02,12.20,14.78,19.10,74.79,0.00,192.50,1023.00,1.38,8.90,NNE,52.19
2016-01-03,8.40,14.16,19.90,76.75,0.00,157.21,1027.00,0.88,7.80,ENE,20.56
2016-01-04,10.90,13.76,18.70,75.25,0.00,195.50,867.00,1.37,7.80,NNE,32.59
2016-01-05,9.20,13.17,19.00,77.21,0.00,191.42,1058.00,1.20,7.90,ENE,15.70
2016-01-06,8.40,12.38,17.20,85.29,0.00,115.79,1069.00,0.63,7.80,N,12.10
2016-01-07,8.10,12.08,17.60,86.92,0.00,163.21,1097.00,0.89,7.70,N,11.83
2016-01-08,8.50,13.15,17.80,82.96,0.00,186.96,986.00,1.10,7.60,N,11.28
2016-01-09,7.10,12.63,18.60,74.29,0.00,213.25,805.00,1.29,7.50,SE,14.16
2016-01-10,8.30,13.44,19.30,75.79,0.00,178.12,1037.00,1.08,8.30,N,11.28
2016-01-11,8.30,12.92,18.40,80.33,0.00,202.38,868.00,1.27,7.60,NNE,10.83
2016-01-12,8.60,13.47,20.30,77.00,0.00,193.58,831.00,1.23,7.60,NNE,17.71
2016-01-13,8.40,12.48,18.30,77.42,0.00,198.46,940.00,1.45,8.50,NNE,10.22
2016-01-14,8.80,13.04,17.90,83.42,0.00,190.17,912.00,1.35,7.90,N,6.43
2016-01-15,8.40,13.24,18.80,83.08,0.00,199.58,896.00,1.18,7.50,N,11.66
2016-01-16,9.50,13.98,19.40,76.29,0.00,218.46,824.00,1.37,7.70,N,12.49
2016-01-17,9.70,14.45,19.30,74.17,0.00,229.75,821.00,1.62,8.70,N,28.51
2016-01-18,8.20,13.47,21.60,74.38,0.00,228.83,826.00,1.38,7.90,NNE,24.40
2016-01-19,7.50,13.38,18.90,66.88,0.00,229.46,865.00,1.53,8.50,NNE,25.02
2016-01-20,6.90,12.08,18.30,75.33,0.00,201.88,844.00,1.24,7.70,N,11.06
2016-01-21,9.80,14.00,20.90,74.12,0.00,132.92,872.00,0.64,6.60,NNE,10.29
2016-01-22,9.10,13.83,19.60,69.58,0.00,222.46,810.00,1.50,8.10,NNE,33.12
2016-01-23,6.70,12.37,18.90,75.75,0.00,221.08,821.00,1.32,7.30,N,9.13
2016-01-24,8.00,12.17,17.80,78.33,0.00,164.88,940.00,0.92,7.40,NNE,13.08
2016-01-25,6.40,12.28,18.90,74.83,0.00,206.67,816.00,1.27,7.40,N,12.90
2016-01-26,7.80,12.99,19.20,68.38,0.00,223.67,817.00,1.50,8.40,N,12.10
2016-01-27,8.70,13.81,19.30,64.79,0.00,217.96,810.00,1.46,8.00,NNE,14.10
