Día,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2017-01-01,7.00,12.33,19.00,72.54,0.00,234.08,853.00,1.19,6.50,N,13.79
2017-01-02,7.60,13.12,20.40,67.96,0.00,228.21,849.00,1.20,6.70,N,13.70
2017-01-03,6.90,12.35,18.70,70.75,0.00,235.25,840.00,1.23,6.80,N,13.43
2017-01-04,5.70,12.49,19.10,53.50,0.00,238.54,854.00,1.23,6.70,N,16.08
2017-01-05,9.00,13.19,18.40,81.71,0.00,220.38,837.00,1.22,6.80,SSE,18.96
2017-01-06,7.70,12.44,17.20,86.08,0.00,179.33,1139.00,0.85,7.00,SSE,13.68
2017-01-07,8.00,12.84,17.40,75.62,0.00,227.08,909.00,1.27,7.20,N,53.91
2017-01-08,9.40,11.62,14.20,79.29,0.80,243.67,856.00,1.53,7.80,N,75.75
2017-01-09,8.90,12.29,16.30,43.33,0.00,242.00,847.00,1.40,7.20,NNE,60.71
2017-01-10,6.80,11.75,17.90,61.46,0.00,243.12,863.00,1.37,7.20,NNE,37.02
2017-01-11,6.60,11.90,18.60,55.71,0.00,230.08,840.00,1.16,6.80,NNE,18.17
2017-01-12,7.70,12.78,19.60,63.29,0.00,233.50,984.00,1.24,7.40,NNE,19.79
2017-01-13,6.40,12.13,18.30,54.21,0.00,246.04,860.00,1.45,7.60,NNE,31.26
2017-01-14,10.20,12.64,16.70,71.88,0.00,245.33,900.00,1.54,7.90,N,52.43
2017-01-15,9.30,12.66,17.50,69.00,0.00,228.54,1009.00,1.44,8.30,N,31.40
2017-01-16,7.80,11.72,16.90,77.50,0.00,259.62,1116.00,1.35,7.80,N,14.04
2017-01-17,6.50,11.51,18.00,74.50,0.00,204.54,881.00,1.15,7.00,N,14.90
2017-01-18,7.60,12.77,18.60,74.71,0.00,198.42,1139.00,1.14,8.40,N,13.97
2017-01-19,7.70,11.92,17.20,78.12,0.00,187.54,1046.00,1.12,7.40,N,12.71
2017-01-20,6.80,11.63,16.60,85.71,0.20,138.00,1174.00,0.75,7.80,N,11.57
2017-01-21,7.30,11.07,14.80,90.50,0.20,123.12,1078.00,0.66,7.80,N,9.65
2017-01-22,7.70,13.12,18.40,76.75,0.00,243.83,851.00,1.35,7.10,N,18.91
2017-01-23,10.10,14.65,20.40,44.58,0.00,254.88,888.00,1.45,7.60,N,42.00
2017-01-24,6.90,11.83,18.60,44.12,0.00,250.54,875.00,1.30,6.80,N,15.62
2017-01-25,5.70,12.74,21.70,47.58,0.00,251.04,886.00,1.30,7.00,N,16.26
2017-01-26,7.90,14.52,22.30,33.88,0.00,259.17,907.00,1.36,7.30,N,17.98
2017-01-27,6.70,12.23,19.30,55.50,0.00,249.38,881.00,1.30,7.20,N,14.10
2017-01-28,7.20,12.91,19.60,63.17,0.00,247.88,881.00,1.27,6.70,SSE,20.09
2017-01-29,10.30,12.87,17.30,71.08,0.00,245.92,882.00,1.45,7.50,NNE,48.43
2017-01-30,7.40,12.08,17.10,74.08,0.00,252.08,877.00,1.52,7.70,N,42.16
2017-01-31,6.80,11.78,18.10,79.75,0.00,195.33,965.00,1.12,7.00,N,8.76
2017-02-01,6.10,12.40,19.70,73.29,0.00,246.46,993.00,1.30,7.20,N,10.13
2017-02-02,7.20,12.55,18.20,69.88,0.00,255.42,1053.00,1.43,8.00,N,20.77
2017-02-03,9.70,12.91,17.10,68.00,0.00,258.04,900.00,1.43,7.30,NNE,46.95
2017-02-04,10.30,13.08,16.80,72.46,0.00,260.29,898.00,1.59,8.10,N,57.60
2017-02-05,11.30,14.02,17.60,75.75,0.00,235.83,956.00,1.58,8.70,NNE,57.19
2017-02-06,10.60,14.61,19.70,68.21,0.00,218.75,1063.00,1.28,8.30,E,23.33
2017-02-07,8.20,12.62,18.40,72.29,0.00,214.12,1081.00,1.28,8.70,N,13.63
2017-02-08,7.70,12.81,18.60,81.08,0.00,248.29,898.00,1.48,7.70,N,12.90
2017-02-09,8.90,13.91,20.40,70.75,0.00,159.88,1104.00,0.72,7.60,N,17.91
2017-02-10,10.30,14.51,19.10,72.25,0.00,164.42,833.00,0.89,7.30,NNE,55.24
2017-02-11,8.20,13.21,18.30,71.38,0.00,303.50,1046.00,1.92,9.30,N,41.58
2017-02-12,5.70,12.61,18.90,48.50,0.00,278.04,946.00,1.71,8.60,E,26.94
2017-02-13,7.90,12.70,18.20,63.79,0.00,272.50,1039.00,1.68,8.90,N,22.31
2017-02-14,6.50,10.68,15.40,79.92,0.00,154.67,1241.00,0.78,8.60,N,13.10
2017-02-15,6.60,12.16,17.00,81.17,0.00,235.50,1127.00,1.28,7.80,N,11.97
2017-02-16,7.70,12.33,16.90,82.21,0.00,140.96,1271.00,0.77,8.50,N,11.29
2017-02-17,9.70,12.16,14.90,90.04,0.00,77.38,751.00,0.30,3.40,,0.00
2017-02-18,7.20,12.14,15.90,88.58,0.00,112.62,842.00,0.51,5.40,N,13.22
2017-02-19,8.80,13.10,18.60,85.38,0.00,244.38,947.00,1.37,7.60,NNE,10.64
2017-02-20,8.60,13.03,17.90,83.42,0.00,224.21,1078.00,1.14,7.60,N,14.04
2017-02-21,8.30,13.58,18.10,80.25,0.00,252.25,928.00,1.35,7.30,N,14.29
2017-02-22,9.40,12.92,16.50,84.21,0.00,142.96,1165.00,0.68,8.10,N,10.92
2017-02-23,9.90,12.93,17.40,86.46,0.00,139.00,1158.00,0.70,7.30,N,9.49
2017-02-24,7.20,12.20,16.60,84.54,0.00,192.96,1129.00,0.92,7.20,SSE,12.86
2017-02-25,8.10,13.12,18.80,77.58,1.80,223.67,1004.00,1.18,7.40,SSE,19.53
2017-02-26,8.90,13.55,18.30,76.92,0.00,171.29,1204.00,1.08,8.70,N,14.18
2017-02-27,7.70,13.19,20.00,61.38,0.00,273.54,949.00,1.75,8.90,N,14.23
2017-02-28,9.20,14.01,20.10,59.50,0.00,280.58,1123.00,1.91,10.40,N,17.45
2017-03-01,9.60,14.30,19.50,74.38,0.00,197.33,1102.00,1.18,8.90,N,13.97
2017-03-02,10.10,14.30,19.40,62.54,0.20,265.04,1067.00,1.81,9.80,NNE,49.29
2017-03-03,9.70,12.49,17.80,67.42,0.00,285.96,970.00,2.02,9.70,NNE,67.03
2017-03-04,8.90,11.91,16.40,68.50,0.00,292.46,990.00,2.10,10.20,NNE,69.18
2017-03-05,8.20,12.35,16.80,67.12,0.00,292.62,983.00,2.09,9.90,ENE,48.02
2017-03-06,7.90,12.52,18.10,70.83,0.00,227.38,1294.00,1.62,11.00,ENE,24.15
2017-03-07,7.60,13.42,19.70,71.83,0.00,286.38,1002.00,1.85,9.40,NNE,18.77
2017-03-08,9.00,13.66,18.20,68.71,0.00,258.00,1341.00,1.74,11.50,ENE,34.40
2017-03-09,11.70,14.80,19.90,54.42,0.00,268.12,976.00,1.88,9.70,ENE,31.67
2017-03-10,10.40,14.68,20.10,75.04,0.00,302.20,1241.00,2.18,10.20,ESE,17.23
2017-03-11,8.50,13.60,19.20,81.12,0.00,252.50,1320.00,1.95,11.70,NNE,15.58
2017-03-12,9.30,13.43,18.00,85.87,0.60,130.65,1324.00,0.86,10.60,N,9.34
2017-03-13,9.90,13.30,17.20,88.04,0.00,97.88,1150.00,0.68,10.30,N,11.02
2017-03-14,11.90,13.75,16.30,82.54,1.00,147.50,763.00,1.17,7.60,ENE,33.00
2017-03-15,12.20,14.47,19.00,75.04,0.00,230.38,1241.00,1.76,12.10,NNE,47.47
2017-03-16,10.40,13.45,17.70,76.12,0.00,275.88,1090.00,2.17,11.40,N,42.15
2017-03-17,8.00,13.42,19.70,70.50,0.00,258.54,1195.00,1.92,11.60,N,26.06
2017-03-18,8.00,13.09,18.80,71.96,0.00,247.71,1181.00,1.88,11.50,NNE,43.00
2017-03-19,10.20,13.83,19.30,62.33,0.00,299.46,1035.00,2.12,10.40,ENE,31.29
2017-03-20,8.20,13.46,19.40,58.33,0.00,248.42,1194.00,1.62,9.80,NNE,13.84
2017-03-21,8.90,12.92,18.20,81.25,0.20,154.96,1204.00,1.08,9.20,N,10.18
2017-03-22,7.90,12.36,17.20,79.58,0.00,186.88,1264.00,1.19,9.50,NNE,15.76
2017-03-23,7.00,11.94,18.30,72.08,0.00,233.71,1220.00,1.58,9.90,N,10.18
2017-03-24,7.70,12.34,17.70,77.12,0.00,237.46,1243.00,1.45,9.40,N,13.07
2017-03-25,8.20,12.35,17.60,78.33,0.00,244.38,1206.00,1.39,8.80,N,14.04
2017-03-26,7.60,12.53,18.50,74.96,0.00,275.83,1023.00,1.69,8.80,N,15.30
2017-03-27,8.70,13.16,18.50,82.50,0.00,224.25,1037.00,1.45,8.50,N,10.60
2017-03-28,9.80,12.91,17.30,89.67,2.40,117.08,1134.00,0.76,8.40,N,10.59
2017-03-29,10.10,13.12,16.80,91.00,1.20,114.58,1106.00,0.68,8.70,N,10.26
2017-03-30,10.10,13.51,18.30,90.17,1.80,205.33,1148.00,1.43,9.90,SSE,13.04
2017-03-31,10.30,15.21,20.20,82.42,0.00,270.12,1225.00,1.78,10.80,E,20.62
2017-04-01,9.30,13.81,18.30,82.75,0.00,186.62,1169.00,1.26,9.50,N,11.04
2017-04-02,7.90,13.38,19.20,66.92,0.00,292.38,993.00,2.01,9.90,N,13.43
2017-04-03,9.20,14.30,20.20,69.58,0.00,275.25,1055.00,1.87,9.80,N,13.42
2017-04-04,11.20,15.92,21.40,73.46,0.00,273.08,1000.00,1.74,9.00,NNE,20.13
2017-04-05,10.80,15.85,20.70,80.38,1.20,215.38,1109.00,1.42,9.10,N,10.48
2017-04-06,11.60,16.55,20.70,64.75,0.00,305.83,1090.00,2.27,11.30,NNE,56.33
2017-04-07,13.10,15.83,20.30,64.88,0.00,311.21,1018.00,2.37,11.20,NNW,48.07
2017-04-08,9.90,15.58,21.70,62.42,0.00,296.29,1009.00,2.17,10.60,ENE,32.87
2017-04-09,8.60,14.45,20.80,65.71,0.00,289.88,998.00,1.92,9.80,SE,20.28
2017-04-10,9.00,13.94,18.60,67.92,0.00,242.79,1222.00,1.67,10.10,SSE,24.95
2017-04-11,8.10,12.94,17.40,70.79,0.00,132.38,1113.00,0.74,8.80,NNE,26.40
2017-04-12,10.60,13.52,17.40,65.79,0.00,192.42,1299.00,1.21,9.40,ENE,36.47
2017-04-13,10.90,13.84,18.50,70.62,0.00,203.62,1197.00,1.20,9.80,NNE,30.59
2017-04-14,9.70,14.16,18.50,70.75,0.00,206.96,1288.00,1.42,10.40,NNE,30.94
2017-04-15,10.40,14.71,19.20,67.54,0.00,204.83,1252.00,1.28,9.20,NNE,24.83
2017-04-16,8.70,13.36,18.80,75.96,1.20,128.42,1303.00,0.85,9.90,SE,17.71
2017-04-17,9.90,13.30,17.20,85.00,0.60,144.12,1056.00,0.94,7.80,N,10.94
2017-04-18,8.90,12.08,16.20,87.58,2.40,115.54,842.00,0.58,7.70,N,11.51
2017-04-19,9.10,13.30,18.10,79.42,0.00,178.62,1204.00,1.16,10.10,NNE,12.70
