"Autoridad Para el Manejo Sustentable de la Cuenca del Lago Atitlan y su Entorno (AMSCLAE)"
"Departamento de Investigacion y Calidad Ambiental (DICA)"
"Estacion Climatica de"
"San Lucas Toliman"
2017
"  "
Mes,"Temp. Min. Abs. (°C)","Temp. Prom (°C)","Temp. Max Abs. (°C)","Hum. (%)","Precipitacion (mm)","Rad. Solar (W/m2)","Rad. Solar Max Abs.(W/m2)","Indice UV (Unidad)","Indice UV Max Abs. (Unidad)","Direccion Viento Max","Velocidad Viento Max. (km/h)"
2017-01-01,12.60,17.08,22.30,81.88,0.00,184.08,802.00,0.96,5.00,SW,24.15
2017-01-02,13.40,17.27,23.40,78.54,0.00,191.62,777.00,1.01,5.10,SSW,9.43
2017-01-03,13.80,17.53,22.30,75.92,0.00,193.42,754.00,0.99,4.90,SW,26.85
2017-01-04,12.00,17.19,23.30,67.54,0.00,205.17,789.00,1.05,5.30,SSW,15.76
2017-01-05,13.80,17.70,23.20,83.67,0.00,187.00,828.00,1.00,5.30,SSW,12.88
2017-01-06,13.70,17.45,21.60,85.96,0.00,146.12,861.00,0.81,5.00,SSW,9.64
2017-01-07,13.10,19.18,24.60,66.38,0.00,179.29,947.00,0.94,5.20,NNE,37.23
2017-01-08,14.80,18.27,21.40,60.04,0.00,220.29,842.00,1.12,5.40,NNE,50.70
2017-01-09,13.50,16.58,21.80,51.08,0.00,209.75,793.00,1.08,5.30,NNW,25.08
2017-01-10,13.90,18.23,25.00,58.79,0.00,210.92,807.00,1.08,5.20,ENE,33.00
2017-01-11,13.70,17.60,23.40,65.50,0.00,207.38,795.00,1.06,5.30,NE,20.12
2017-01-12,13.60,17.70,22.80,69.29,0.00,203.50,779.00,1.09,5.40,ENE,30.60
2017-01-13,14.00,18.52,25.00,54.25,0.00,210.00,796.00,1.10,5.30,NNE,26.38
2017-01-14,15.10,18.60,24.50,61.38,0.00,161.50,1000.00,0.98,6.00,ENE,27.21
2017-01-15,14.40,17.98,22.80,69.54,0.00,170.83,977.00,0.95,6.00,NE,15.28
2017-01-16,12.20,16.56,21.20,79.92,0.00,194.79,877.00,1.00,5.20,SW,17.09
2017-01-17,12.90,17.20,22.80,78.50,0.00,190.42,849.00,0.95,5.00,ENE,12.10
2017-01-18,14.00,17.40,21.20,81.88,0.00,150.50,1062.00,0.82,5.70,SW,18.02
2017-01-19,12.70,16.92,21.80,83.08,2.20,201.04,896.00,1.04,5.60,SW,22.88
2017-01-20,12.10,15.82,20.20,89.88,0.40,101.38,1055.00,0.65,5.90,SW,14.46
2017-01-21,12.90,15.20,18.30,92.67,0.20,101.12,1125.00,0.65,6.70,S,14.50
2017-01-22,12.90,16.35,20.80,87.71,0.00,168.04,1053.00,1.03,6.40,SSW,8.58
2017-01-23,9.70,16.38,22.70,74.75,0.00,219.25,865.00,1.16,5.80,SW,12.88
2017-01-24,10.70,15.80,21.70,68.50,0.00,224.33,912.00,1.13,5.90,NE,7.20
2017-01-25,12.70,16.56,22.10,79.42,0.00,196.88,858.00,1.00,5.30,E,6.68
2017-01-26,10.70,16.19,21.30,79.08,0.00,210.46,840.00,1.07,5.40,SW,15.13
2017-01-27,12.90,17.42,23.90,71.29,0.00,214.46,821.00,1.10,5.40,NNW,10.85
2017-01-28,12.90,17.74,22.80,74.92,0.00,217.08,831.00,1.08,5.50,NE,9.63
2017-01-29,15.60,19.33,23.60,63.08,0.00,218.12,926.00,1.12,5.60,NNE,27.58
2017-01-30,14.50,18.38,23.30,63.21,0.00,207.00,911.00,1.15,6.00,N,26.83
2017-01-31,13.60,17.73,23.20,75.08,0.00,216.29,853.00,1.16,5.80,SW,26.57
2017-02-01,13.70,17.77,23.30,78.29,0.00,220.67,833.00,1.10,5.30,S,24.12
2017-02-02,14.70,18.74,24.20,69.33,0.00,228.29,1018.00,1.09,5.80,N,17.68
2017-02-03,15.10,19.00,24.40,58.13,8.00,201.96,905.00,0.92,5.30,NE,26.82
2017-02-04,15.90,18.92,22.80,61.96,0.00,230.33,1067.00,1.12,5.90,ENE,34.73
